GENEID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
ENSG00000167614.9,1163.833322,-0.364172596,0.072447567,-5.026705639,4.99E-07,2.59E-05,TTYH1
ENSG00000228010.1,36.91174568,-0.271807329,0.054101695,-5.024007679,5.06E-07,2.62E-05,AC073343.13
ENSG00000107738.15,615.1908956,0.414172738,0.082481784,5.021384314,5.13E-07,2.66E-05,C10orf54
ENSG00000085063.10,3580.016426,0.19828331,0.03950551,5.019130512,5.19E-07,2.68E-05,CD59
ENSG00000107099.11,421.8257165,0.443093973,0.088346004,5.015438785,5.29E-07,2.73E-05,DOCK8
ENSG00000243955.1,6.38372429,-1.340827792,0.267447687,-5.013420781,5.35E-07,2.76E-05,GSTA1
ENSG00000253764.1,67.82406111,0.364177105,0.072642641,5.013269082,5.35E-07,2.76E-05,RP11-439C15.4
ENSG00000134291.7,467.7034753,0.243673121,0.048615494,5.012252275,5.38E-07,2.77E-05,TMEM106C
ENSG00000270246.2,176.7054817,0.193026488,0.038519027,5.011198377,5.41E-07,2.78E-05,SNORD109A
ENSG00000050165.13,10629.32878,0.246219033,0.04914189,5.010369602,5.43E-07,2.79E-05,DKK3
ENSG00000137393.8,304.4750127,0.253846469,0.050702891,5.006548258,5.54E-07,2.84E-05,RNF144B
ENSG00000184988.4,88.64316784,0.347759625,0.069473231,5.005663657,5.57E-07,2.84E-05,TMEM106A
ENSG00000254361.1,5.850834865,-0.547642226,0.109404574,-5.005661146,5.57E-07,2.84E-05,RP11-238K6.2
ENSG00000249028.2,45.68523996,0.225592636,0.045077992,5.004496106,5.60E-07,2.86E-05,RP5-951N9.1
ENSG00000120885.15,31540.92842,0.219785914,0.043927545,5.00337352,5.63E-07,2.87E-05,CLU
ENSG00000145194.13,409.0960957,0.342310102,0.068428853,5.002423482,5.66E-07,2.88E-05,ECE2
ENSG00000178573.6,879.1473933,0.214544166,0.042938719,4.996519978,5.84E-07,2.96E-05,MAF
ENSG00000231721.2,1121.731386,0.248416127,0.049718849,4.996417464,5.84E-07,2.96E-05,MKLN1-AS1
ENSG00000183199.6,14.80520948,0.885050878,0.177183648,4.995104732,5.88E-07,2.97E-05,HSP90AB3P
ENSG00000185347.13,34.8106484,-0.313584523,0.062774721,-4.995394928,5.87E-07,2.97E-05,C14orf80
ENSG00000226083.1,16.12639535,0.522823309,0.104658496,4.995517144,5.87E-07,2.97E-05,SLC39A12-AS1
ENSG00000265382.1,3.655079583,0.764606998,0.153064071,4.995339487,5.87E-07,2.97E-05,RN7SL365P
ENSG00000153317.10,2208.024151,-0.161251808,0.03230792,-4.991092248,6.00E-07,3.02E-05,ASAP1
ENSG00000224023.6,56.42012874,-0.195197739,0.039108037,-4.991243646,6.00E-07,3.02E-05,RP11-383C5.4
ENSG00000225449.2,54.85083382,-0.608391865,0.121896948,-4.991034439,6.01E-07,3.02E-05,AC079776.7
ENSG00000167850.3,11.4045537,0.527907444,0.105811554,4.989128553,6.07E-07,3.05E-05,CD300C
ENSG00000183691.4,40.45044488,-0.33481937,0.067205283,-4.982039459,6.29E-07,3.15E-05,NOG
ENSG00000219023.1,1.166549023,1.518169118,0.305077297,4.976342492,6.48E-07,3.24E-05,RP3-340B19.2
ENSG00000230229.1,10.91838246,0.452952967,0.091018464,4.976495394,6.47E-07,3.24E-05,RP11-90J7.4
ENSG00000231216.1,9.730065009,0.498579108,0.100214714,4.975108828,6.52E-07,3.26E-05,GS1-600G8.3
ENSG00000111907.16,787.7384878,0.284721133,0.057283485,4.97038773,6.68E-07,3.31E-05,TPD52L1
ENSG00000129673.5,18.20579455,0.512387846,0.10307962,4.970796827,6.67E-07,3.31E-05,AANAT
ENSG00000163513.13,420.2034883,0.309575103,0.062279167,4.970765023,6.67E-07,3.31E-05,TGFBR2
ENSG00000201793.1,40.45109047,0.848511035,0.170664891,4.971796068,6.63E-07,3.31E-05,RN7SKP9
ENSG00000205138.2,187.0067547,-0.253007806,0.050898963,-4.970785113,6.67E-07,3.31E-05,SDHAF1
ENSG00000261757.1,20.94042828,-0.62258519,0.125246469,-4.97088018,6.66E-07,3.31E-05,AC005592.3
ENSG00000251019.1,2.476259338,1.073090499,0.216214378,4.963085742,6.94E-07,3.43E-05,HIGD1AP13
ENSG00000106952.3,10.66048996,0.510974165,0.102996705,4.961072936,7.01E-07,3.46E-05,TNFSF8
ENSG00000227388.2,95.32755783,0.279719419,0.0563843,4.960945114,7.02E-07,3.46E-05,RP11-112J3.16
ENSG00000164088.13,242.3877573,0.210552849,0.042445386,4.960559128,7.03E-07,3.47E-05,PPM1M
ENSG00000137692.7,499.5835854,-0.187759617,0.037864846,-4.958678973,7.10E-07,3.49E-05,DCUN1D5
ENSG00000047936.6,437.4413121,0.589426318,0.118885949,4.957914068,7.13E-07,3.50E-05,ROS1
ENSG00000043462.7,186.0815884,0.317166467,0.063997737,4.955901272,7.20E-07,3.54E-05,LCP2
ENSG00000266588.1,2.958412534,-0.722220095,0.145860809,-4.951433509,7.37E-07,3.61E-05,RP1-56K13.5
ENSG00000212579.1,14.48459344,0.842129079,0.170143623,4.949518911,7.44E-07,3.64E-05,SNORA40
ENSG00000105639.14,306.8824476,0.359741563,0.072690684,4.948936281,7.46E-07,3.65E-05,JAK3
ENSG00000163520.9,152.3656973,-0.474779377,0.095993705,-4.945942826,7.58E-07,3.70E-05,FBLN2
ENSG00000128815.13,244.612172,0.425906743,0.086176767,4.942245564,7.72E-07,3.76E-05,WDFY4
ENSG00000177337.3,279.0934261,0.237278861,0.048006562,4.942633896,7.71E-07,3.76E-05,DLGAP1-AS1
ENSG00000085511.15,1539.860011,0.126498071,0.025601164,4.941106243,7.77E-07,3.78E-05,MAP3K4
ENSG00000230399.1,10.22963765,0.416005885,0.084205284,4.940377443,7.80E-07,3.79E-05,RBBP8P1
ENSG00000233006.2,299.9870771,0.161050879,0.032603714,4.939648248,7.83E-07,3.80E-05,AC034220.3
ENSG00000237749.3,2.520491196,2.103183739,0.425766589,4.939757587,7.82E-07,3.80E-05,RP3-423B22.5
ENSG00000072210.14,1638.549726,0.197916655,0.040091021,4.936682843,7.95E-07,3.85E-05,ALDH3A2
ENSG00000133561.11,154.6069444,0.301522246,0.061087429,4.935913146,7.98E-07,3.86E-05,GIMAP6
ENSG00000251350.1,30.04022291,0.452587531,0.091703679,4.935325784,8.00E-07,3.87E-05,RP11-328N19.1
ENSG00000163516.9,734.9228744,0.188865043,0.038274116,4.934537002,8.03E-07,3.88E-05,ANKZF1
ENSG00000249673.2,300.2451413,-0.203276295,0.041207098,-4.933040807,8.10E-07,3.90E-05,NOP14-AS1
ENSG00000254746.1,155.9985513,0.47638479,0.096598201,4.931611419,8.16E-07,3.92E-05,RP11-958J22.1
ENSG00000131080.10,43.94251042,0.589436395,0.119548132,4.930536219,8.20E-07,3.94E-05,EDA2R
ENSG00000104969.5,915.3608201,-0.18656711,0.037845041,-4.929763729,8.23E-07,3.95E-05,SGTA
ENSG00000090447.7,168.8274553,0.239510511,0.048597144,4.928489424,8.29E-07,3.97E-05,TFAP4
ENSG00000088256.4,1150.099135,-0.174106539,0.035335237,-4.927278123,8.34E-07,3.99E-05,GNA11
ENSG00000260641.1,128.7039642,-0.302095952,0.06133756,-4.925138072,8.43E-07,4.03E-05,RP11-1299A16.3
ENSG00000162975.3,594.0533485,-0.385877069,0.07836109,-4.924345354,8.46E-07,4.04E-05,KCNF1
ENSG00000214108.4,40.08680904,0.365087187,0.074136322,4.924538727,8.46E-07,4.04E-05,CTD-2206G10.1
ENSG00000027644.4,16.09778743,-0.861314318,0.175003166,-4.921707056,8.58E-07,4.09E-05,INSRR
ENSG00000188013.5,41.43103615,-0.386370385,0.078611526,-4.914933042,8.88E-07,4.23E-05,MEIS3P2
ENSG00000158161.11,724.5370724,0.134343544,0.027351847,4.911680939,9.03E-07,4.29E-05,EYA3
ENSG00000176659.5,12.64811629,0.513726636,0.104641725,4.909386136,9.14E-07,4.34E-05,C20orf197
ENSG00000173757.5,1382.9562,0.112062366,0.022830618,4.908424496,9.18E-07,4.35E-05,STAT5B
ENSG00000163106.6,29.43088129,0.47077839,0.095973402,4.905300663,9.33E-07,4.42E-05,HPGDS
ENSG00000164761.4,46.44196205,0.545998876,0.111410966,4.900764229,9.55E-07,4.51E-05,TNFRSF11B
ENSG00000170647.2,58.37416339,0.273811139,0.055872676,4.900626892,9.55E-07,4.51E-05,TMEM133
ENSG00000237574.1,6.066430085,-0.6175441,0.12602571,-4.900143787,9.58E-07,4.52E-05,AC079776.3
ENSG00000136297.10,308.4757808,-0.430324021,0.08783917,-4.898999174,9.63E-07,4.54E-05,MMD2
ENSG00000170100.9,268.3232133,-0.106971241,0.021852057,-4.895248036,9.82E-07,4.62E-05,ZNF778
ENSG00000102882.7,1304.918786,0.255932464,0.052308141,4.892784548,9.94E-07,4.67E-05,MAPK3
ENSG00000160224.12,34.21996565,0.461941706,0.094443374,4.891202905,1.00E-06,4.70E-05,AIRE
ENSG00000163220.10,176.3116675,1.176175101,0.240630917,4.887880231,1.02E-06,4.77E-05,S100A9
ENSG00000186517.9,132.1092667,0.39175457,0.080147372,4.887927848,1.02E-06,4.77E-05,ARHGAP30
ENSG00000104549.7,824.3253373,-0.281820258,0.057686914,-4.88534122,1.03E-06,4.83E-05,SQLE
ENSG00000162664.12,1263.9842,-0.185596601,0.038000338,-4.884077596,1.04E-06,4.85E-05,ZNF326
ENSG00000112902.7,1388.220958,-0.294543475,0.060346556,-4.880866317,1.06E-06,4.93E-05,SEMA5A
ENSG00000226009.1,18.37863401,0.451087468,0.092488725,4.877215762,1.08E-06,5.01E-05,KCNIP2-AS1
ENSG00000138650.7,4040.403604,-0.138627016,0.028425562,-4.87684353,1.08E-06,5.02E-05,PCDH10
ENSG00000184967.2,123.6562075,-0.245898419,0.05042352,-4.876661086,1.08E-06,5.02E-05,NOC4L
ENSG00000205592.9,44.17240567,0.713226059,0.146277149,4.875854256,1.08E-06,5.03E-05,MUC19
ENSG00000245768.2,26.36278658,0.258390682,0.053002477,4.875068089,1.09E-06,5.04E-05,RP11-410D17.2
ENSG00000147421.13,1632.539143,0.154275786,0.031652049,4.874116837,1.09E-06,5.06E-05,HMBOX1
ENSG00000065060.12,1046.97062,0.106727432,0.021916443,4.869742489,1.12E-06,5.17E-05,UHRF1BP1
ENSG00000075461.5,156.0467381,-0.270784062,0.055626923,-4.867859783,1.13E-06,5.21E-05,CACNG4
ENSG00000186654.16,112.4270504,-0.266789274,0.054805453,-4.867933041,1.13E-06,5.21E-05,PRR5
ENSG00000224598.1,19.16659702,0.442250471,0.090856313,4.867581092,1.13E-06,5.21E-05,RPS5P2
ENSG00000198742.5,997.5171892,-0.127986418,0.026305816,-4.865327752,1.14E-06,5.25E-05,SMURF1
ENSG00000243854.2,43.75165556,0.323978997,0.066586178,4.865559258,1.14E-06,5.25E-05,RN7SL67P
ENSG00000110446.5,88.63958711,0.388716334,0.079944554,4.862324103,1.16E-06,5.33E-05,SLC15A3
ENSG00000101096.15,144.6747284,0.338767595,0.069709842,4.859681007,1.18E-06,5.39E-05,NFATC2
ENSG00000147036.7,26.24248396,0.42643608,0.087774208,4.858330143,1.18E-06,5.42E-05,LANCL3
ENSG00000170832.8,2993.891305,-0.163620241,0.033681121,-4.857921458,1.19E-06,5.42E-05,USP32
ENSG00000230896.1,37.73850447,0.259545669,0.053425041,4.858127651,1.19E-06,5.42E-05,RP11-767N6.7
ENSG00000065325.8,200.6718622,0.586475982,0.120747641,4.857038843,1.19E-06,5.43E-05,GLP2R
ENSG00000198176.8,547.5104511,-0.107487606,0.022130166,-4.857062893,1.19E-06,5.43E-05,TFDP1
ENSG00000111405.4,45.12951209,-0.355587331,0.073287658,-4.851940146,1.22E-06,5.57E-05,ENDOU
ENSG00000101040.15,2411.932869,0.191019466,0.039403769,4.847746015,1.25E-06,5.68E-05,ZMYND8
ENSG00000107968.5,139.7795126,0.337883349,0.069706752,4.847211196,1.25E-06,5.68E-05,MAP3K8
ENSG00000256721.1,97.52004737,0.370980703,0.076529314,4.847563432,1.25E-06,5.68E-05,CACNA1C-IT3
ENSG00000271086.1,53.00665578,0.340187685,0.070178504,4.847462797,1.25E-06,5.68E-05,NAMA
ENSG00000248309.1,304.1944003,0.185784759,0.038338818,4.845865644,1.26E-06,5.71E-05,MEF2C-AS1
ENSG00000162592.4,3.183974763,-0.762836893,0.15744954,-4.844961072,1.27E-06,5.73E-05,CCDC27
ENSG00000184221.8,768.6305191,-0.511794791,0.105698684,-4.842016675,1.29E-06,5.81E-05,OLIG1
ENSG00000140749.7,123.2315887,0.232426089,0.04800904,4.841298442,1.29E-06,5.82E-05,IGSF6
ENSG00000179583.13,264.9774163,0.377717537,0.078030583,4.840634574,1.29E-06,5.83E-05,CIITA
ENSG00000006007.7,1270.379921,-0.163321236,0.033746339,-4.839672635,1.30E-06,5.85E-05,GDE1
ENSG00000242028.1,114.8102349,0.238764041,0.049342772,4.838885874,1.31E-06,5.87E-05,HYPK
ENSG00000250954.1,32.80453958,0.690885946,0.142826582,4.837236436,1.32E-06,5.91E-05,RP11-79E3.3
ENSG00000119638.8,1493.912133,0.160918144,0.033274577,4.83606881,1.32E-06,5.93E-05,NEK9
ENSG00000237556.1,91.7672655,0.367079746,0.07589771,4.836506205,1.32E-06,5.93E-05,KCND3-AS1
ENSG00000253686.1,36.33658506,0.634801787,0.131265028,4.836031337,1.32E-06,5.93E-05,CTB-43E15.3
ENSG00000125772.8,1583.698211,-0.355774636,0.073596204,-4.834143842,1.34E-06,5.97E-05,GPCPD1
ENSG00000148123.10,366.5766997,-0.469989431,0.097221366,-4.834219592,1.34E-06,5.97E-05,LPPR1
ENSG00000249773.3,6.91434463,-0.458389562,0.094835878,-4.833503632,1.34E-06,5.98E-05,MRPS17
ENSG00000078549.10,3726.714298,0.183525429,0.038000193,4.829591982,1.37E-06,6.09E-05,ADCYAP1R1
ENSG00000251455.1,35.94471458,0.306032319,0.063373036,4.829062018,1.37E-06,6.10E-05,RP11-164P12.3
ENSG00000101327.4,79.66420285,0.618621534,0.128117828,4.828535906,1.38E-06,6.11E-05,PDYN
ENSG00000163568.9,6.932368096,0.589104523,0.122006094,4.828484394,1.38E-06,6.11E-05,AIM2
ENSG00000213654.5,7.836904501,0.587846312,0.121838334,4.824805885,1.40E-06,6.21E-05,GPSM3
ENSG00000248285.1,53.20388907,0.493938025,0.102389363,4.824114657,1.41E-06,6.23E-05,RP11-158J3.2
ENSG00000186063.8,591.459537,0.149858041,0.031067574,4.823615877,1.41E-06,6.24E-05,AIDA
ENSG00000101342.5,31.26350085,0.442091624,0.091715178,4.820266763,1.43E-06,6.33E-05,TLDC2
ENSG00000005844.13,52.72390807,0.516779963,0.107216315,4.819975046,1.44E-06,6.34E-05,ITGAL
ENSG00000126226.17,817.6684868,0.145617933,0.030213082,4.819698154,1.44E-06,6.34E-05,PCID2
ENSG00000144837.4,51.72498212,0.677267034,0.140531163,4.819337016,1.44E-06,6.34E-05,PLA1A
ENSG00000265206.2,18.52560316,0.584077793,0.121202875,4.819009379,1.44E-06,6.34E-05,MIR142
ENSG00000271824.1,44.52300646,-0.647006537,0.134299011,-4.817656736,1.45E-06,6.38E-05,AC009014.3
ENSG00000111269.2,1787.207388,0.145187235,0.03015981,4.81393076,1.48E-06,6.49E-05,CREBL2
ENSG00000185324.17,896.7250699,0.24351592,0.050585031,4.813991745,1.48E-06,6.49E-05,CDK10
ENSG00000246859.2,260.5876232,-0.350016052,0.072720347,-4.813179055,1.49E-06,6.50E-05,STARD4-AS1
ENSG00000136271.6,706.8046487,0.12602215,0.026194333,4.811046359,1.50E-06,6.55E-05,DDX56
ENSG00000139354.6,49.27036001,-0.385588983,0.080141863,-4.811330438,1.50E-06,6.55E-05,GAS2L3
ENSG00000156966.6,81.44822092,-0.350728804,0.072897629,-4.811251192,1.50E-06,6.55E-05,B3GNT7
ENSG00000232759.1,12.42119195,0.463608651,0.096368692,4.81078077,1.50E-06,6.55E-05,AC002480.3
ENSG00000185088.8,462.1621564,0.312487767,0.064998747,4.8075968,1.53E-06,6.65E-05,RPS27L
ENSG00000012822.11,2216.755251,0.159882296,0.033262064,4.806746074,1.53E-06,6.67E-05,CALCOCO1
ENSG00000226950.2,293.5704048,0.21464184,0.044675687,4.804444096,1.55E-06,6.74E-05,DANCR
ENSG00000109927.5,221.6021709,-0.206354515,0.042961479,-4.803245168,1.56E-06,6.77E-05,TECTA
ENSG00000143322.15,2229.806637,0.120416867,0.025074081,4.802443985,1.57E-06,6.78E-05,ABL2
ENSG00000154743.13,525.2189817,0.091481965,0.019047367,4.802866818,1.56E-06,6.78E-05,TSEN2
ENSG00000130052.9,165.4788854,0.328938484,0.068515551,4.800931783,1.58E-06,6.83E-05,STARD8
ENSG00000137413.11,573.8977713,0.157558253,0.032824626,4.800001464,1.59E-06,6.85E-05,TAF8
ENSG00000197251.3,6.768028855,0.483691387,0.100811017,4.798001277,1.60E-06,6.91E-05,LINC00336
ENSG00000169436.12,57.79101271,-0.517579096,0.107894455,-4.797087091,1.61E-06,6.94E-05,COL22A1
ENSG00000115998.3,299.0565168,0.123768962,0.025805657,4.796194949,1.62E-06,6.95E-05,C2orf42
ENSG00000138615.4,10.56732207,0.472724394,0.098562807,4.796174228,1.62E-06,6.95E-05,CILP
ENSG00000113300.7,1044.414646,0.119489909,0.024916553,4.795603562,1.62E-06,6.96E-05,CNOT6
ENSG00000234913.1,114.8678334,0.313011549,0.065271653,4.795520492,1.62E-06,6.96E-05,XXbac-B476C20.13
ENSG00000171163.11,527.6141453,0.245999264,0.051328998,4.792598229,1.65E-06,7.05E-05,ZNF692
ENSG00000261270.1,23.20454858,0.424134835,0.088522344,4.79127434,1.66E-06,7.09E-05,RP11-325K4.3
ENSG00000222477.1,1.930818589,2.599455518,0.542782598,4.789128328,1.68E-06,7.16E-05,RNU2-23P
ENSG00000158417.6,1119.410739,-0.157182123,0.032858947,-4.783541026,1.72E-06,7.35E-05,EIF5B
ENSG00000176034.8,24.21865906,0.486166771,0.101717235,4.779590907,1.76E-06,7.49E-05,CHDC2
ENSG00000176871.4,3456.368122,-0.19453004,0.040712969,-4.778085302,1.77E-06,7.54E-05,WSB2
ENSG00000090104.7,320.9462248,0.920174125,0.192607939,4.777446511,1.78E-06,7.56E-05,RGS1
ENSG00000136856.13,290.6434902,-0.191694177,0.040133946,-4.776360124,1.78E-06,7.59E-05,SLC2A8
ENSG00000166228.4,282.1726274,0.21773809,0.045589783,4.776028255,1.79E-06,7.59E-05,PCBD1
ENSG00000269984.1,81.26617268,0.192919845,0.040394473,4.775897027,1.79E-06,7.59E-05,RP11-362K14.5
ENSG00000103365.11,1602.396762,0.169991195,0.035611893,4.773438814,1.81E-06,7.64E-05,GGA2
ENSG00000134982.12,12682.62682,-0.156667801,0.032820134,-4.773527159,1.81E-06,7.64E-05,APC
ENSG00000163833.6,160.2393752,0.373287546,0.078186868,4.77429977,1.80E-06,7.64E-05,FBXO40
ENSG00000181444.8,54.87875936,-0.298512208,0.062532132,-4.773741121,1.81E-06,7.64E-05,ZNF467
ENSG00000232564.1,162.9229829,0.232178322,0.048635595,4.773835283,1.81E-06,7.64E-05,RP4-591N18.2
ENSG00000268996.1,8.997795694,-0.512299629,0.107373004,-4.771214465,1.83E-06,7.72E-05,AL807752.1
ENSG00000075429.4,33.97755074,-0.370356861,0.077638463,-4.770275548,1.84E-06,7.74E-05,CACNG5
ENSG00000168256.13,34.24725317,-0.271465471,0.056942492,-4.767361992,1.87E-06,7.85E-05,NKIRAS2
ENSG00000038219.8,3825.108147,-0.113672212,0.023853788,-4.765373526,1.89E-06,7.92E-05,BOD1L1
ENSG00000179295.11,7273.669969,-0.169772567,0.035644665,-4.762916557,1.91E-06,8.00E-05,PTPN11
ENSG00000133962.3,15.45700098,-0.449865426,0.094468006,-4.762092944,1.92E-06,8.03E-05,CATSPERB
ENSG00000163735.6,23.17891013,0.414752721,0.087107448,4.761392183,1.92E-06,8.05E-05,CXCL5
ENSG00000103056.7,596.268188,-0.245166503,0.05149697,-4.760794746,1.93E-06,8.06E-05,SMPD3
ENSG00000263232.2,6.497465229,0.717760507,0.150787362,4.760083996,1.94E-06,8.08E-05,ATP5A1P3
ENSG00000196110.3,180.6415671,-0.137990454,0.028994463,-4.759200176,1.94E-06,8.11E-05,ZNF699
ENSG00000188760.6,206.9950964,-0.25292694,0.053158456,-4.757981332,1.96E-06,8.15E-05,TMEM198
ENSG00000217555.8,71.46526282,0.241830704,0.050841151,4.756593848,1.97E-06,8.20E-05,CKLF
ENSG00000113119.8,125.4375055,0.183724607,0.038636756,4.755176878,1.98E-06,8.25E-05,TMCO6
ENSG00000179859.7,153.3585931,0.189356545,0.039824375,4.754790168,1.99E-06,8.25E-05,AC025335.1
ENSG00000180354.11,26038.24839,-0.263205954,0.055414936,-4.74972948,2.04E-06,8.45E-05,C7orf41
ENSG00000257258.1,7.041364335,0.672777995,0.141661018,4.749210517,2.04E-06,8.46E-05,RP11-946L16.1
ENSG00000129968.11,990.6462347,-0.208379097,0.043880701,-4.748764139,2.05E-06,8.47E-05,ABHD17A
ENSG00000084628.5,115.9468636,-0.354918786,0.074754188,-4.747811409,2.06E-06,8.51E-05,NKAIN1
ENSG00000204839.4,39.91509409,0.485275699,0.102314638,4.742974322,2.11E-06,8.70E-05,MROH6
ENSG00000231424.2,4.586866836,-0.553184772,0.116656625,-4.741991891,2.12E-06,8.73E-05,RP1-45C12.1
ENSG00000111344.7,885.9048353,-0.313808035,0.066242429,-4.73726643,2.17E-06,8.93E-05,RASAL1
ENSG00000224116.2,97.9405712,0.415677731,0.087758912,4.736587111,2.17E-06,8.95E-05,INHBA-AS1
ENSG00000241962.5,43.27342511,0.202651779,0.042790606,4.735894058,2.18E-06,8.97E-05,C2orf15
ENSG00000121774.13,1585.170944,-0.12047436,0.025452501,-4.733301359,2.21E-06,9.05E-05,KHDRBS1
ENSG00000166783.15,4277.541882,0.147529657,0.031169218,4.733184452,2.21E-06,9.05E-05,KIAA0430
ENSG00000174137.8,35.72309068,-0.432347263,0.091340963,-4.733333744,2.21E-06,9.05E-05,FAM53A
ENSG00000270607.1,151.4806015,-0.223206837,0.047151884,-4.733784107,2.20E-06,9.05E-05,RP11-359E10.1
ENSG00000242522.1,1.859570218,1.229354808,0.259799095,4.73194416,2.22E-06,9.10E-05,KLHL6-AS1
ENSG00000166148.2,10.96178249,-0.47194911,0.09975322,-4.731166663,2.23E-06,9.12E-05,AVPR1A
ENSG00000021762.15,478.0951357,-0.202956729,0.042904846,-4.730391779,2.24E-06,9.15E-05,OSBPL5
ENSG00000228495.1,20.40553222,-0.320411655,0.067739307,-4.730069896,2.24E-06,9.15E-05,LINC01013
ENSG00000147100.5,394.9100576,-0.155054313,0.032807636,-4.726165398,2.29E-06,9.32E-05,SLC16A2
ENSG00000222414.1,240.0996014,0.735034357,0.155580356,4.724467631,2.31E-06,9.39E-05,RNU2-59P
ENSG00000171962.13,235.6386809,0.189163981,0.040087344,4.718795523,2.37E-06,9.65E-05,LRRC48
ENSG00000100354.16,6527.305498,0.095006255,0.020137917,4.717779642,2.38E-06,9.68E-05,TNRC6B
ENSG00000163485.11,979.8406684,-0.275987293,0.05851561,-4.716472999,2.40E-06,9.73E-05,ADORA1
ENSG00000265561.1,6.107412832,0.561178429,0.118979817,4.716585083,2.40E-06,9.73E-05,AC025458.1
ENSG00000071575.7,957.8591462,-0.294598917,0.062484963,-4.714717024,2.42E-06,9.80E-05,TRIB2
ENSG00000184677.12,989.9829411,0.174628472,0.037046802,4.713725951,2.43E-06,9.84E-05,ZBTB40
ENSG00000178199.9,43.24908383,0.246592732,0.052333666,4.71193308,2.45E-06,9.91E-05,ZC3H12D
ENSG00000175707.7,15.27720703,0.653966512,0.138804808,4.711411075,2.46E-06,9.93E-05,C1orf172
ENSG00000101017.9,49.28748791,0.333468112,0.070798265,4.710116977,2.48E-06,9.96E-05,CD40
ENSG00000141480.13,684.458331,0.178322733,0.037859862,4.710073461,2.48E-06,9.96E-05,ARRB2
ENSG00000152484.9,1490.40294,-0.180500486,0.038320382,-4.710299693,2.47E-06,9.96E-05,USP12
ENSG00000188580.9,1186.460476,-0.249707394,0.053022171,-4.70949019,2.48E-06,9.98E-05,NKAIN2
ENSG00000124491.11,237.864079,0.528212816,0.112171602,4.708970946,2.49E-06,1.00E-04,F13A1
ENSG00000179818.9,997.2126028,0.179468561,0.038141205,4.705372028,2.53E-06,0.000101624,PCBP1-AS1
ENSG00000169248.8,8.896489488,1.206799059,0.256526139,4.704390221,2.55E-06,0.000102008,CXCL11
ENSG00000199678.1,1.048308804,2.300522441,0.489045865,4.704103652,2.55E-06,0.000102044,RNY4P5
ENSG00000258810.1,4.093138828,0.676879217,0.143962605,4.701771091,2.58E-06,0.000103109,RP11-219E7.1
ENSG00000154608.9,28.1061906,0.421598133,0.089676376,4.701328819,2.58E-06,0.000103117,CEP170P1
ENSG00000271976.1,166.0768309,0.181126234,0.038525413,4.701474218,2.58E-06,0.000103117,RP11-884K10.7
ENSG00000114200.5,124.5307055,-0.373043759,0.079460724,-4.694693669,2.67E-06,0.00010641,BCHE
ENSG00000105516.6,413.6975994,-0.246881452,0.052612017,-4.69249165,2.70E-06,0.000107116,DBP
ENSG00000187105.4,203.814683,0.194545926,0.041458568,4.692538456,2.70E-06,0.000107116,HEATR4
ENSG00000221990.2,63.85990753,-0.261326976,0.055687699,-4.692723514,2.70E-06,0.000107116,C5orf55
ENSG00000234562.1,20.77264365,0.323617858,0.068958385,4.692944313,2.69E-06,0.000107116,TPMTP2
ENSG00000198576.2,310.2611739,-0.780885193,0.166432434,-4.691905132,2.71E-06,0.000107313,ARC
ENSG00000206530.4,738.5097556,0.260232928,0.055475393,4.690961408,2.72E-06,0.000107667,WDR52
ENSG00000230112.1,13.52479669,0.346604524,0.073890177,4.690806533,2.72E-06,0.000107667,RP11-56H7.2
ENSG00000182347.10,40.07971361,0.260035106,0.055438908,4.69048028,2.73E-06,0.000107728,RP11-39K24.9
ENSG00000207460.1,145.6124054,0.266626155,0.056877166,4.687753844,2.76E-06,0.00010906,SNORD116-19
ENSG00000201482.1,28.03811557,0.582492701,0.124270354,4.687302164,2.77E-06,0.000109188,SNORD115-17
ENSG00000122644.8,719.7138901,0.308276363,0.065784035,4.686188073,2.78E-06,0.000109671,ARL4A
ENSG00000151468.9,906.7512172,0.281617404,0.060098657,4.685918437,2.79E-06,0.000109702,CCDC3
ENSG00000106799.8,758.5947047,0.358949919,0.076611834,4.685306437,2.80E-06,0.000109918,TGFBR1
ENSG00000228835.1,2.186092274,-0.702196887,0.149888264,-4.684802328,2.80E-06,0.000110075,AC012123.1
ENSG00000075826.12,629.865656,0.215943582,0.046105953,4.68363771,2.82E-06,0.000110589,SEC31B
ENSG00000025708.8,126.9491929,0.492461342,0.105191258,4.681580516,2.85E-06,0.000111591,TYMP
ENSG00000204092.2,29.14139375,0.529972014,0.113214698,4.68112376,2.85E-06,0.000111725,LINC00951
ENSG00000105357.11,798.0154024,-0.288564848,0.06165916,-4.679999659,2.87E-06,0.000112225,MYH14
ENSG00000246082.2,60.29999641,0.287182113,0.06139643,4.67750506,2.90E-06,0.000113482,NUDT16P
ENSG00000123329.13,218.4621355,0.269111292,0.05754909,4.676204096,2.92E-06,0.000114087,ARHGAP9
ENSG00000186818.8,34.32946483,0.51942246,0.111089286,4.67572057,2.93E-06,0.00011424,LILRB4
ENSG00000234056.1,18.09774393,0.681274201,0.145772871,4.67353217,2.96E-06,0.000115347,AMER2-AS1
ENSG00000249267.2,4.090533007,-0.613733822,0.131393916,-4.670945526,3.00E-06,0.000116691,LINC00939
